PRISM Time Series Data
Location:  Lat: 36.1471   Lon: -105.7391   Elev: 2361m
"Climate variables: tmin,tmean,tmax,vpdmin,vpdmax"
Spatial resolution: 800m
Period: 1984-01-01 - 2024-06-30
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2025-Jun-19
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,tmin (degrees C),tmean (degrees C),tmax (degrees C),vpdmin (hPa),vpdmax (hPa)
1984-04-11,-1.4,6.6,14.5,2.31,13.20
1984-04-12,-4.4,3.5,11.3,1.49,10.52
1984-04-13,-2.0,6.5,15.0,3.05,14.79
1984-04-14,-4.9,5.5,15.9,1.55,15.90
1984-04-15,-4.4,5.3,15.0,1.81,14.43
1984-04-16,-4.4,5.6,15.7,2.02,15.37
1984-04-17,-3.6,7.6,18.8,2.08,18.99
1984-04-18,-0.1,10.5,21.1,1.78,22.26
1984-04-19,6.0,12.2,18.3,4.29,18.35
1984-04-20,3.0,9.6,16.2,3.03,15.42
1984-04-21,-3.9,1.8,7.5,0.48,6.16
1984-04-22,-5.5,1.1,7.7,0.32,6.74
1984-04-23,-3.9,4.1,12.2,1.11,10.61
1984-04-24,-2.6,7.4,17.3,1.63,16.57
1984-04-25,2.9,10.3,17.8,4.28,17.06
1984-04-26,-5.0,4.5,13.9,1.06,12.50
1984-04-27,-8.0,-3.0,2.0,0.24,3.69
1984-04-28,-5.4,0.7,6.7,1.13,7.15
1984-04-29,-2.1,4.2,10.4,0.86,8.86
1984-04-30,-3.2,4.2,11.6,0.97,10.48
1984-05-01,-3.3,6.4,16.1,1.20,15.32
1984-05-02,1.1,8.6,16.1,2.77,15.45
1984-05-03,-1.4,6.6,14.7,0.90,12.45
1984-05-04,1.1,9.9,18.8,2.36,17.70
1984-05-05,1.9,9.9,17.8,1.70,15.79
1984-05-06,3.5,10.8,18.2,3.07,16.43
1984-05-07,-1.9,7.9,17.7,2.01,17.76
1984-05-08,-4.6,4.9,14.4,1.36,13.45
1984-05-09,-1.3,8.2,17.6,2.64,17.22
1984-05-10,1.9,13.0,24.1,3.51,26.58
1984-05-11,3.6,14.7,25.8,4.01,30.23
1984-05-12,3.9,15.0,26.0,4.42,29.75
1984-05-13,5.2,16.0,26.9,4.09,31.67
1984-05-14,7.2,16.7,26.3,5.41,29.36
1984-05-15,7.3,15.4,23.5,3.59,22.67
1984-05-16,6.6,13.6,20.5,1.02,15.15
1984-05-17,4.9,12.0,19.2,0.44,13.51
1984-05-18,4.1,11.8,19.5,0.01,13.48
1984-05-19,3.1,11.8,20.5,1.55,18.93
1984-05-20,3.1,12.5,21.8,2.32,21.12
1984-05-21,6.6,15.7,24.9,4.20,25.88
1984-05-22,6.9,17.1,27.4,5.68,32.28
1984-05-23,7.4,17.8,28.2,3.87,31.91
1984-05-24,9.1,18.2,27.3,1.93,26.50
1984-05-25,9.4,19.0,28.5,4.83,32.99
1984-05-26,6.3,16.1,26.0,4.21,28.32
1984-05-27,6.4,16.0,25.7,3.55,26.54
1984-05-28,6.3,16.9,27.4,4.92,31.91
1984-05-29,4.1,12.9,21.7,1.83,18.88
1984-05-30,5.9,15.3,24.7,2.58,24.11
1984-05-31,7.1,16.6,26.0,3.77,26.67
1984-06-01,7.5,16.3,25.1,2.98,25.98
1984-06-02,5.6,13.6,21.6,0.77,18.05
1984-06-03,4.8,12.4,19.9,0.00,14.32
1984-06-04,3.5,12.2,21.0,0.23,17.35
1984-06-05,6.5,14.2,21.9,3.38,21.20
1984-06-06,3.0,10.1,17.3,0.24,11.44
1984-06-07,6.9,13.7,20.5,2.61,17.88
1984-06-08,3.3,11.9,20.4,2.62,18.85
1984-06-09,5.9,14.1,22.3,4.21,22.98
1984-06-10,3.5,11.7,19.8,3.47,20.15
1984-06-11,7.1,16.6,26.0,5.33,29.96
1984-06-12,7.2,16.4,25.7,4.61,28.97
1984-06-13,7.6,17.1,26.5,5.22,30.98
1984-06-14,7.8,17.1,26.5,2.21,26.03
1984-06-15,8.1,16.1,24.1,0.54,19.75
1984-06-16,6.4,15.9,25.3,0.00,19.93
1984-06-17,5.4,14.5,23.5,0.11,19.44
1984-06-18,8.7,16.6,24.6,3.72,25.47
1984-06-19,7.0,15.1,23.1,0.00,17.87
1984-06-20,7.3,15.9,24.5,0.08,20.43
1984-06-21,7.3,16.7,26.1,1.29,25.47
1984-06-22,8.2,17.9,27.7,4.11,31.39
1984-06-23,9.0,18.2,27.4,5.38,32.11
1984-06-24,10.3,18.7,27.1,5.23,28.78
1984-06-25,8.7,17.9,27.1,0.00,24.48
1984-06-26,8.5,17.7,26.9,0.83,25.16
1984-06-27,9.1,17.9,26.8,1.77,25.79
1984-06-28,8.2,17.5,26.7,0.40,24.83
1984-06-29,10.7,19.2,27.8,3.63,28.78
1984-06-30,9.4,18.6,27.7,2.33,27.92
1984-07-01,10.0,19.0,27.9,2.82,28.96
1984-07-02,9.6,18.2,26.9,0.19,25.88
1984-07-03,10.5,19.5,28.5,2.75,29.58
1984-07-04,9.7,19.6,29.4,2.83,32.70
1984-07-05,10.3,19.5,28.6,1.83,29.08
1984-07-06,11.8,20.6,29.3,2.86,30.36
1984-07-07,11.0,20.3,29.6,2.20,31.16
1984-07-08,11.9,20.6,29.3,5.05,31.92
1984-07-09,12.2,20.7,29.3,4.19,32.87
1984-07-10,10.4,19.2,27.9,3.08,29.87
1984-07-11,9.4,18.4,27.5,0.20,26.00
1984-07-12,9.6,17.8,25.9,0.46,21.36
1984-07-13,12.2,20.1,28.1,2.43,27.46
1984-07-14,12.8,20.9,29.0,2.94,29.54
1984-07-15,12.9,21.3,29.7,4.06,32.42
1984-07-16,10.3,20.0,29.8,1.97,31.07
1984-07-17,9.3,18.1,26.9,0.00,22.68
1984-07-18,9.6,18.1,26.6,0.37,24.05
1984-07-19,9.1,18.3,27.6,0.44,23.95
1984-07-20,11.4,20.0,28.6,4.33,29.45
1984-07-21,11.7,20.5,29.3,3.69,31.92
1984-07-22,12.6,20.4,28.2,4.50,29.32
1984-07-23,10.7,19.0,27.2,2.07,25.42
1984-07-24,9.9,19.1,28.3,2.52,29.38
1984-07-25,12.0,20.0,28.0,2.78,29.46
1984-07-26,10.9,18.6,26.2,2.65,25.97
1984-07-27,9.7,17.9,26.0,1.72,24.20
1984-07-28,10.3,18.1,25.8,1.22,23.58
1984-07-29,12.5,20.1,27.7,2.53,28.14
1984-07-30,11.7,19.6,27.6,1.71,25.61
1984-07-31,12.4,20.1,27.8,2.57,26.82
1984-08-01,12.0,19.7,27.3,2.34,25.91
1984-08-02,10.1,18.7,27.4,0.65,24.36
1984-08-03,8.1,17.5,27.0,0.00,22.12
1984-08-04,9.3,18.6,27.9,0.40,26.93
1984-08-05,9.5,18.2,26.8,0.08,23.55
1984-08-06,10.9,17.7,24.5,0.00,17.19
1984-08-07,10.6,16.9,23.2,0.00,13.46
1984-08-08,9.8,17.3,24.7,0.51,18.38
1984-08-09,7.4,15.6,23.9,0.00,18.12
1984-08-10,6.9,16.1,25.3,0.02,21.71
1984-08-11,7.6,15.9,24.2,0.00,18.16
1984-08-12,8.9,17.4,25.9,0.31,22.65
1984-08-13,9.2,17.5,25.8,0.00,20.82
1984-08-14,8.0,16.7,25.3,0.00,18.83
1984-08-15,9.1,17.4,25.7,0.14,21.26
1984-08-16,8.8,17.3,25.8,0.00,20.74
1984-08-17,10.7,18.8,27.0,1.17,24.76
1984-08-18,9.0,18.1,27.3,0.15,25.85
1984-08-19,9.1,17.6,26.0,0.85,22.60
1984-08-20,10.9,18.2,25.5,0.00,18.58
1984-08-21,10.3,17.4,24.4,0.20,17.74
1984-08-22,8.2,17.2,26.1,0.22,23.46
1984-08-23,10.1,17.5,24.9,0.00,18.40
1984-08-24,9.6,16.8,23.9,0.00,16.11
1984-08-25,9.0,16.1,23.2,0.00,16.18
1984-08-26,9.3,16.4,23.5,0.00,14.50
1984-08-27,9.1,17.5,25.9,0.05,21.53
1984-08-28,9.0,18.4,27.8,0.74,26.22
1984-08-29,9.3,18.7,28.1,1.83,26.81
1984-08-30,8.6,18.5,28.5,2.07,28.67
1984-08-31,8.5,18.4,28.2,0.98,27.87
1984-09-01,11.7,19.3,26.9,1.32,24.06
1984-09-02,8.2,16.2,24.3,0.21,16.08
1984-09-03,8.0,15.7,23.4,0.50,17.63
1984-09-04,8.1,15.7,23.3,3.07,17.53
1984-09-05,8.3,16.6,25.0,4.92,22.97
1984-09-06,8.2,17.0,25.8,7.07,25.74
1984-09-07,9.0,17.1,25.3,5.04,25.37
1984-09-08,7.1,16.1,25.0,4.44,24.41
1984-09-09,7.1,17.1,27.0,4.67,29.15
1984-09-10,8.1,18.4,28.6,6.76,32.82
1984-09-11,8.2,18.1,27.9,6.32,29.34
1984-09-12,10.5,17.6,24.7,2.25,21.04
1984-09-13,11.3,17.9,24.5,3.19,22.77
1984-09-14,9.4,18.4,27.3,2.09,28.61
1984-09-15,8.6,15.9,23.3,0.90,17.29
1984-09-16,9.2,13.3,17.4,0.56,8.00
1984-09-17,8.8,16.1,23.4,1.21,16.87
1984-09-18,8.0,14.2,20.3,1.12,14.12
1984-09-19,8.0,16.3,24.6,3.73,20.97
1984-09-20,7.2,15.9,24.7,2.47,21.91
1984-09-21,7.6,15.8,24.1,2.77,21.56
1984-09-22,6.0,13.4,20.7,1.04,16.41
1984-09-23,7.9,14.3,20.7,2.80,16.91
1984-09-24,7.2,14.2,21.1,2.21,16.00
1984-09-25,3.8,12.8,21.8,2.33,19.70
1984-09-26,4.9,11.6,18.3,1.48,14.09
1984-09-27,4.1,6.5,8.9,0.68,4.53
1984-09-28,5.4,11.5,17.6,0.60,12.24
1984-09-29,1.1,6.6,12.0,0.50,6.15
1984-09-30,0.2,7.1,14.0,0.53,9.60
1984-10-01,2.6,9.7,16.9,0.54,12.62
1984-10-02,5.5,11.9,18.2,1.15,12.47
1984-10-03,6.3,12.4,18.5,0.92,13.94
1984-10-04,4.5,8.3,12.0,0.21,5.08
1984-10-05,2.5,6.7,10.7,0.00,4.02
1984-10-06,2.4,9.1,15.7,0.00,10.38
1984-10-07,2.0,8.9,15.8,0.00,10.36
1984-10-08,1.4,9.3,17.1,0.00,12.59
1984-10-09,1.5,9.3,17.2,0.43,12.91
1984-10-10,1.6,9.4,17.2,0.06,12.79
1984-10-11,2.2,10.2,18.1,1.17,14.17
1984-10-12,0.8,9.1,17.4,0.22,12.18
1984-10-13,1.7,8.0,14.2,0.09,6.99
1984-10-14,2.1,8.9,15.7,1.07,10.60
1984-10-15,-1.4,5.2,11.8,0.43,7.05
1984-10-16,-4.4,0.1,4.6,0.05,3.53
1984-10-17,-3.6,-0.1,3.3,0.86,4.31
1984-10-18,-3.7,3.0,9.7,0.12,5.67
1984-10-19,-5.3,-0.3,4.6,1.04,5.49
1984-10-20,-4.7,0.4,5.5,0.01,4.50
1984-10-21,-3.7,0.5,4.8,0.00,3.70
1984-10-22,-3.5,0.0,3.6,0.01,3.35
1984-10-23,-2.4,0.7,3.8,0.05,2.96
1984-10-24,-2.3,0.9,4.0,0.64,3.29
1984-10-25,-4.4,-0.3,3.8,0.00,3.04
1984-10-26,-3.2,2.5,8.2,0.26,5.64
1984-10-27,-1.4,4.8,11.0,0.17,7.08
1984-10-28,-2.3,3.5,9.3,0.24,6.50
1984-10-29,-1.6,4.4,10.5,0.89,7.38
1984-10-30,-1.0,6.7,14.3,0.61,10.99
1984-10-31,-1.2,6.9,15.0,0.13,10.91
1984-11-01,-0.9,7.2,15.3,0.34,10.73
1984-11-02,-2.6,5.4,13.5,1.03,10.61
1984-11-03,-1.6,7.1,15.7,1.71,13.58
1984-11-04,-1.1,7.3,15.7,2.20,13.83
1984-11-05,-3.7,4.3,12.2,1.52,11.20
1984-11-06,-3.3,5.4,14.1,1.68,13.16
1984-11-07,-1.3,6.3,13.9,1.71,11.91
1984-11-08,-1.0,6.0,13.0,1.71,11.42
1984-11-09,-0.5,5.4,11.2,2.06,9.55
1984-11-10,-7.9,-1.0,6.0,0.75,6.43
1984-11-11,-6.0,1.1,8.3,1.29,8.11
1984-11-12,-3.6,5.1,13.8,2.02,12.52
1984-11-13,-2.2,6.6,15.5,1.75,13.92
1984-11-14,3.5,9.1,14.6,3.49,13.15
1984-11-15,-3.7,3.5,10.6,1.10,9.03
1984-11-16,-4.3,2.6,9.5,1.39,8.37
1984-11-17,-1.2,3.6,8.3,1.28,5.96
1984-11-18,-1.8,1.7,5.2,0.79,4.23
1984-11-19,-5.5,0.2,5.9,0.13,5.06
1984-11-20,-6.1,0.1,6.3,0.03,5.13
1984-11-21,-6.3,1.0,8.2,0.47,6.81
1984-11-22,-5.7,1.9,9.6,1.00,8.09
1984-11-23,-4.4,3.2,10.8,0.61,8.64
1984-11-24,-2.4,4.8,12.0,0.31,8.78
1984-11-25,-1.9,2.5,6.9,0.29,4.80
1984-11-26,-6.5,-1.1,4.3,0.35,4.09
1984-11-27,-13.7,-7.7,-1.6,0.00,2.06
1984-11-28,-12.4,-6.2,-0.0,0.45,3.39
1984-11-29,-6.5,-0.8,4.8,0.82,5.17
1984-11-30,-7.9,-2.1,3.7,0.50,4.97
1984-12-01,-6.8,-1.1,4.6,0.64,5.08
1984-12-02,-7.1,-1.1,5.0,0.55,5.30
1984-12-03,-8.5,-3.4,1.7,0.68,4.25
1984-12-04,-7.4,-0.8,5.7,0.50,5.63
1984-12-05,-6.6,-2.6,1.4,0.47,3.28
1984-12-06,-6.9,-1.9,3.0,0.90,4.48
1984-12-07,-5.3,1.8,8.9,1.87,9.10
1984-12-08,-2.6,5.7,14.0,2.49,13.12
1984-12-09,-3.0,3.6,10.1,0.01,7.21
1984-12-10,-2.9,3.9,10.6,1.23,8.54
1984-12-11,-2.3,4.1,10.5,0.85,8.44
1984-12-12,-1.4,3.2,7.8,0.10,4.47
1984-12-13,-4.8,-1.0,2.8,0.08,2.09
1984-12-14,-6.7,-3.1,0.4,0.28,1.90
1984-12-15,-6.3,-2.6,1.2,0.27,2.12
1984-12-16,-5.9,-2.2,1.5,0.29,2.83
1984-12-17,-6.1,-2.0,2.2,0.73,3.11
1984-12-18,-11.1,-4.0,3.2,0.01,4.04
1984-12-19,-6.1,0.3,6.6,0.28,5.04
1984-12-20,-4.5,0.9,6.3,0.00,4.17
1984-12-21,-5.1,-1.2,2.7,0.34,2.47
1984-12-22,-9.1,-3.2,2.7,0.72,4.94
1984-12-23,-11.0,-4.1,2.8,0.69,5.03
1984-12-24,-10.4,-2.2,6.1,0.03,6.37
1984-12-25,-10.1,-2.1,5.8,0.07,6.21
1984-12-26,-6.7,-0.6,5.5,0.34,5.49
1984-12-27,-1.2,2.6,6.3,0.50,3.65
1984-12-28,1.2,4.2,7.1,0.00,2.33
1984-12-29,0.1,3.2,6.3,0.02,2.88
1984-12-30,-2.3,2.1,6.5,1.30,5.73
1984-12-31,-6.2,0.1,6.3,0.69,5.57
1985-01-01,-8.6,-1.8,5.0,0.12,4.54
1985-01-02,-18.2,-10.7,-3.2,0.00,2.20
1985-01-03,-16.1,-8.9,-1.6,0.21,3.35
1985-01-04,-8.2,-3.1,1.9,0.68,3.98
1985-01-05,-7.7,-0.6,6.4,0.36,5.66
1985-01-06,-6.6,1.1,8.7,0.75,8.09
1985-01-07,-5.6,1.2,8.0,1.08,7.91
1985-01-08,-4.8,-1.0,2.9,0.00,3.35
1985-01-09,-5.4,-2.1,1.2,0.00,0.52
1985-01-10,-11.0,-4.6,1.8,0.00,2.68
1985-01-11,-12.6,-4.7,3.3,0.00,3.73
1985-01-12,-15.1,-7.3,0.6,0.00,2.30
1985-01-13,-15.4,-8.0,-0.5,0.02,2.76
1985-01-14,-14.1,-4.6,4.9,0.00,5.29
1985-01-15,-10.1,-2.0,6.2,0.64,6.62
1985-01-16,-10.0,-2.4,5.2,0.03,4.92
1985-01-17,-11.4,-4.1,3.2,0.00,3.99
1985-01-18,-7.6,-0.4,6.8,0.61,5.99
1985-01-19,-4.9,2.5,9.9,0.78,8.32
1985-01-20,-11.8,-1.4,9.1,0.00,6.95
1985-01-21,-11.8,-6.4,-1.0,0.03,2.44
1985-01-22,-9.9,-5.8,-1.8,0.07,0.83
1985-01-23,-10.1,-3.1,3.9,0.10,4.44
1985-01-24,-9.5,-1.6,6.4,0.03,5.51
1985-01-25,-7.3,-0.8,5.8,0.10,4.43
1985-01-26,-6.4,-0.3,5.8,0.34,4.69
1985-01-27,-4.2,1.0,6.1,0.04,3.89
1985-01-28,-6.9,-3.1,0.6,0.00,1.53
1985-01-29,-7.6,-1.9,3.8,0.09,3.99
1985-01-30,-10.0,-4.3,1.5,0.00,3.59
1985-01-31,-15.0,-7.8,-0.6,0.09,3.42
1985-02-01,-17.4,-14.5,-11.6,0.49,1.30
1985-02-02,-20.9,-16.8,-12.6,0.24,1.25
1985-02-03,-21.3,-14.0,-6.7,0.11,1.81
1985-02-04,-14.1,-9.2,-4.3,0.00,1.28
1985-02-05,-15.3,-10.1,-4.9,0.00,1.13
1985-02-06,-17.4,-10.0,-2.7,0.06,3.17
1985-02-07,-16.8,-9.2,-1.5,0.00,2.86
1985-02-08,-11.0,-3.4,4.2,0.66,6.40
1985-02-09,-5.1,1.1,7.3,0.47,6.62
1985-02-10,-4.3,1.3,6.9,0.30,5.08
1985-02-11,-10.5,-4.3,1.8,0.58,4.34
1985-02-12,-10.9,-2.8,5.3,0.08,6.30
1985-02-13,-7.0,1.2,9.5,0.01,8.39
1985-02-14,-8.2,0.3,8.9,0.00,7.73
1985-02-15,-8.1,0.0,8.2,0.29,8.34
1985-02-16,-3.3,5.7,14.7,1.84,14.07
1985-02-17,-5.1,3.6,12.2,0.57,11.00
1985-02-18,-4.8,3.0,10.8,0.46,9.22
1985-02-19,-1.6,3.3,8.2,0.93,7.11
1985-02-20,-4.4,3.4,11.2,0.31,9.97
1985-02-21,-0.8,5.1,10.9,0.28,7.63
1985-02-22,-2.3,2.3,7.0,0.35,4.61
1985-02-23,-3.8,1.3,6.4,0.05,4.66
1985-02-24,-6.8,-2.1,2.6,0.03,3.32
1985-02-25,-9.5,-0.9,7.7,0.32,7.78
1985-02-26,-6.4,1.3,9.0,0.30,8.03
1985-02-27,-6.0,1.1,8.1,0.42,7.57
1985-02-28,-6.3,2.1,10.6,0.23,8.18
1985-03-01,-3.7,3.9,11.5,0.42,9.22
1985-03-02,-4.6,3.1,10.7,0.63,9.23
1985-03-03,-2.3,4.1,10.5,1.12,9.69
1985-03-04,-6.2,-1.4,3.3,1.00,4.75
1985-03-05,-9.7,-3.0,3.7,0.79,5.88
1985-03-06,-8.4,1.2,10.8,1.26,10.92
1985-03-07,0.8,5.6,10.3,2.28,9.47
1985-03-08,-0.6,5.1,10.8,2.18,10.37
1985-03-09,-3.9,4.5,12.8,1.79,12.78
1985-03-10,1.6,8.0,14.4,0.93,10.55
1985-03-11,3.4,9.6,15.7,0.96,11.37
1985-03-12,1.4,6.7,11.9,0.78,7.72
1985-03-13,-5.4,0.6,6.5,0.03,3.80
1985-03-14,-6.7,0.4,7.5,0.10,6.54
1985-03-15,-5.7,0.7,7.0,0.26,6.11
1985-03-16,-3.7,1.9,7.4,0.42,5.81
1985-03-17,-4.2,0.1,4.4,0.08,3.47
1985-03-18,-4.2,3.1,10.3,0.07,8.64
1985-03-19,-2.5,4.8,12.0,0.36,10.28
1985-03-20,-2.0,1.0,4.0,0.00,2.00
1985-03-21,-3.7,2.8,9.3,0.17,7.56
1985-03-22,-2.1,4.3,10.6,0.21,7.75
1985-03-23,-8.1,-0.8,6.6,0.84,7.53
1985-03-24,-5.1,3.1,11.2,1.70,10.84
1985-03-25,-1.3,7.5,16.3,1.82,15.61
1985-03-26,2.7,9.0,15.3,2.28,14.78
1985-03-27,2.2,7.5,12.9,2.50,12.88
1985-03-28,0.7,6.4,12.2,2.94,10.72
1985-03-29,-2.6,3.1,8.9,1.37,8.16
1985-03-30,-10.4,-5.5,-0.6,0.00,1.72
1985-03-31,-11.5,-4.1,3.2,0.12,4.98
1985-04-01,-8.1,0.2,8.5,0.00,7.43
1985-04-02,-4.3,4.5,13.3,0.43,11.88
1985-04-03,-2.5,7.1,16.6,0.78,14.71
1985-04-04,-2.0,8.0,18.1,0.58,17.22
1985-04-05,-4.7,5.3,15.3,0.64,13.97
1985-04-06,-4.1,5.7,15.6,1.45,13.96
1985-04-07,-1.7,7.1,15.9,1.37,14.78
1985-04-08,-0.8,7.5,15.7,0.75,12.71
1985-04-09,-0.4,7.9,16.2,0.45,11.91
1985-04-10,0.4,9.0,17.5,0.67,14.25
1985-04-11,-0.6,8.8,18.1,0.35,15.71
1985-04-12,0.5,9.8,19.1,0.42,18.28
1985-04-13,-0.8,8.9,18.5,0.56,17.94
1985-04-14,-1.4,8.0,17.4,0.04,14.86
1985-04-15,-0.4,9.6,19.6,0.49,17.91
1985-04-16,1.3,11.4,21.4,2.39,22.17
1985-04-17,2.6,11.8,20.9,2.40,20.29
1985-04-18,4.1,11.9,19.7,0.76,17.22
1985-04-19,-0.2,9.1,18.4,0.00,16.39
1985-04-20,-2.5,4.3,11.1,0.29,7.71
1985-04-21,3.6,9.9,16.2,4.16,14.98
1985-04-22,0.7,5.6,10.5,1.03,7.38
1985-04-23,-3.3,2.4,8.0,0.07,4.95
1985-04-24,-2.4,5.1,12.6,1.35,11.03
1985-04-25,-0.5,8.4,17.3,0.88,15.67
1985-04-26,1.5,8.5,15.5,1.40,13.05
